node,degree,strategy,adoption_time,tau,seed_fraction
Laninga-WijnenL,4,random,1,0.05,0.0025
GarandeauCF,4,random,1,0.05,0.0025
GijsbrechtsE,8,random,1,0.05,0.0025
SetotawYB,19,random,1,0.05,0.0025
DeGrooteH,19,random,1,0.05,0.0025
CorreiadeLemosS,19,random,1,0.05,0.0025
Chavez-BaldiniU,15,random,1,0.05,0.0025
KeestraA,16,random,1,0.05,0.0025
deKoningP,15,random,1,0.05,0.0025
SutterlandAL,21,random,1,0.05,0.0025
VulinkNC,15,random,1,0.05,0.0025
BoumaTJ,12,random,1,0.05,0.0025
JamesRK,12,random,1,0.05,0.0025
NavaMI,16,random,1,0.05,0.0025
deSmitJC,12,random,1,0.05,0.0025
vanderZeeJP,12,random,1,0.05,0.0025
PalsbøllPJ,16,random,1,0.05,0.0025
CorreaC,19,random,1,0.05,0.0025
ArthurR,15,random,1,0.05,0.0025
AtmeC,16,random,1,0.05,0.0025
BonP,15,random,1,0.05,0.0025
HaudenschildD,15,random,1,0.05,0.0025
MerdanovicM,15,random,1,0.05,0.0025
NouelE,15,random,1,0.05,0.0025
KalumeA,15,random,1,0.05,0.0025
MoriartyJ,15,random,1,0.05,0.0025
SiddiquiUA,15,random,1,0.05,0.0025
CzerskiT,16,random,1,0.05,0.0025
FinkeJ,16,random,1,0.05,0.0025
BastosM,25,random,1,0.05,0.0025
CoomansJ,17,random,1,0.05,0.0025
BruyetC,13,random,1,0.05,0.0025
DeCosterC,13,random,1,0.05,0.0025
KlinkhamerR,13,random,1,0.05,0.0025
KoleJ,13,random,1,0.05,0.0025
MarschallB,13,random,1,0.05,0.0025
MartensP,13,random,1,0.05,0.0025
PannekouckeL,13,random,1,0.05,0.0025
ReefP,13,random,1,0.05,0.0025
TheJ,13,random,1,0.05,0.0025
VanLaerDeGezelleM,13,random,1,0.05,0.0025
PouwEH,13,random,1,0.05,0.0025
ElichC,4,random,1,0.05,0.0025
ArmeniI,4,random,1,0.05,0.0025
KocabasM,6,random,1,0.05,0.0025
KaufmannM,8,random,1,0.05,0.0025
HilligesO,11,random,1,0.05,0.0025
SlocombeKE,4,random,1,0.05,0.0025
KansouK,16,random,1,0.05,0.0025
NiknamS,5,random,1,0.05,0.0025
KerrA,31,random,1,0.05,0.0025
SalisMV,20,random,1,0.05,0.0025
TaK,3,random,1,0.05,0.0025
WasalaSM,4,random,1,0.05,0.0025
WijfjesH,11,random,1,0.05,0.0025
deLangeY,4,random,1,0.05,0.0025
VandenBerghH,12,random,1,0.05,0.0025
vandenHeuvelD,15,random,1,0.05,0.0025
JovanovicN,19,random,1,0.05,0.0025
FinkmannS,2,random,1,0.05,0.0025
IshiyamaT,13,random,1,0.05,0.0025
DiksCGH,35,random,1,0.05,0.0025
GimenoDíazdeAtauriP,25,random,1,0.05,0.0025
CohenRodriguesT,5,random,1,0.05,0.0025
BunzelC,5,random,1,0.05,0.0025
GeorgescuO,5,random,1,0.05,0.0025
MassaD,20,random,1,0.05,0.0025
vanderLaanLN,13,random,1,0.05,0.0025
KosterES,17,random,1,0.05,0.0025
NiemaläM,5,random,1,0.05,0.0025
JonasonPK,16,random,1,0.05,0.0025
CzerwińskiSK,16,random,1,0.05,0.0025
TobaldoFRDJ,16,random,1,0.05,0.0025
AdamovicM,16,random,1,0.05,0.0025
ChaYS,16,random,1,0.05,0.0025
ChobthamkitPEAS,16,random,1,0.05,0.0025
GundolfK,16,random,1,0.05,0.0025
LiikK,16,random,1,0.05,0.0025
MamutiA,16,random,1,0.05,0.0025
MilfontTLMHR,16,random,1,0.05,0.0025
WongwathanaratA,18,random,1,0.05,0.0025
FussJ,14,random,1,0.05,0.0025
SiddhuL,6,random,1,0.05,0.0025
KediaR,6,random,1,0.05,0.0025
RappM,6,random,1,0.05,0.0025
HenkelJ,6,random,1,0.05,0.0025
PandaPR,6,random,1,0.05,0.0025
JansenIndeWalJ,2,random,1,0.05,0.0025
KukretiP,19,random,1,0.05,0.0025
BondiM,19,random,1,0.05,0.0025
MikaÁM,19,random,1,0.05,0.0025
RisseladaR,13,random,1,0.05,0.0025
HellmannN,19,random,1,0.05,0.0025
Chavez-BaldiniUY,10,random,1,0.05,0.0025
VerweijK,16,random,1,0.05,0.0025
VulinkN,12,random,1,0.05,0.0025
vanMilJ,13,random,1,0.05,0.0025
SpaanP,7,random,1,0.05,0.0025
PalazzoQ,9,random,1,0.05,0.0025
StagioniM,9,random,1,0.05,0.0025
HammelJU,14,random,1,0.05,0.0025
FermaniS,9,random,1,0.05,0.0025
FaliniG,14,random,1,0.05,0.0025
KirwanM,17,random,1,0.05,0.0025
SminchisescuC,8,random,1,0.05,0.0025
LoweD,18,random,1,0.05,0.0025
vanderVleutenC,11,random,1,0.05,0.0025
WoodTM,12,random,1,0.05,0.0025
ZeronianMR,12,random,1,0.05,0.0025
BertheussenK,12,random,1,0.05,0.0025
AbedianHK,12,random,1,0.05,0.0025
JohnsonAV,12,random,1,0.05,0.0025
PearceNM,12,random,1,0.05,0.0025
JanssenBJC,12,random,1,0.05,0.0025
vanderMaarR,8,random,1,0.05,0.0025
AalderingH,25,random,1,0.05,0.0025
WijerathneD,5,random,1,0.05,0.0025
MitraT,6,random,1,0.05,0.0025
TazzioliM,19,random,1,0.05,0.0025
AnhLN,14,random,1,0.05,0.0025
OpdamEM,20,random,1,0.05,0.0025
LondonoJM,2,random,1,0.05,0.0025
ConnT,17,random,1,0.05,0.0025
Bouhaïk-GironèsM,5,random,1,0.05,0.0025
Ellis-DaviesKVRGL,6,random,1,0.05,0.0025
WinstanleyA,16,random,1,0.05,0.0025
MouwM,4,random,1,0.05,0.0025
LakiS,17,random,1,0.05,0.0025
HaanstraF,13,random,1,0.05,0.0025
PersaudN,4,random,1,0.05,0.0025
KarvonenSG,5,random,1,0.05,0.0025
vanderPlasD,5,random,1,0.05,0.0025
WederS,6,random,1,0.05,0.0025
BayarriG,7,random,1,0.05,0.0025
AndrioP,7,random,1,0.05,0.0025
HospitalA,7,random,1,0.05,0.0025
VandivereA,20,random,1,0.05,0.0025
deJongI,19,random,1,0.05,0.0025
vanderMeerW,12,random,1,0.05,0.0025
TkaczN,7,random,1,0.05,0.0025
deLaetM,9,random,1,0.05,0.0025
LeseigneurG,8,random,1,0.05,0.0025
SchmüserL,16,random,1,0.05,0.0025
KruthoffJ,18,random,1,0.05,0.0025
MethnerKA,4,random,1,0.05,0.0025
PingelH,4,random,1,0.05,0.0025
DesmaraisEE,18,random,1,0.05,0.0025
AcarIGSC,18,random,1,0.05,0.0025
DeValkSM,4,random,1,0.05,0.0025
LeopoldA,13,random,1,0.05,0.0025
SeilerTB,6,random,1,0.05,0.0025
EnriciMH,6,random,1,0.05,0.0025
BloorMC,6,random,1,0.05,0.0025
BollenK,4,random,1,0.05,0.0025
EuwemaMC,5,random,1,0.05,0.0025
LengH,17,random,1,0.05,0.0025
OhmuraA,17,random,1,0.05,0.0025
MandhaiS,8,random,1,0.05,0.0025
AndersenTLAJS,15,random,1,0.05,0.0025
AyacaxliNBAP,15,random,1,0.05,0.0025
BjørndalLD,15,random,1,0.05,0.0025
BursalıoğluA,15,random,1,0.05,0.0025
BühlerV,15,random,1,0.05,0.0025
ÇetinçelikM,15,random,1,0.05,0.0025
ClayGCBA,15,random,1,0.05,0.0025
DamnjanovićK,15,random,1,0.05,0.0025
DugueTM,15,random,1,0.05,0.0025
EsbergMESC,15,random,1,0.05,0.0025
SaygiG,1,random,1,0.05,0.0025
HagedornM,17,random,1,0.05,0.0025
O'NeilKL,16,random,1,0.05,0.0025
FloresDM,17,random,1,0.05,0.0025
LagerC,17,random,1,0.05,0.0025
ZuchowiczN,17,random,1,0.05,0.0025
LohrK,17,random,1,0.05,0.0025
BlackburnH,17,random,1,0.05,0.0025
VardiT,17,random,1,0.05,0.0025
NjeriA,10,random,1,0.05,0.0025
MainaD,10,random,1,0.05,0.0025
NjokiS,10,random,1,0.05,0.0025
MbayaN,10,random,1,0.05,0.0025
DonfouetHPP,11,random,1,0.05,0.0025
VerbekeWJMI,13,random,1,0.05,0.0025
CamposF,16,random,1,0.05,0.0025
CornelissenJP,10,random,1,0.05,0.0025
KuiackMJ,14,random,1,0.05,0.0025
TangermanM,11,random,1,0.05,0.0025
WeermanE,11,random,1,0.05,0.0025
vandeCraatsA,23,random,1,0.05,0.0025
DoefL,11,random,1,0.05,0.0025
JansM,11,random,1,0.05,0.0025
LammersD,11,random,1,0.05,0.0025
BrederveldB,11,random,1,0.05,0.0025
MothL,11,random,1,0.05,0.0025
vandeHaterdR,11,random,1,0.05,0.0025
BennaarsH,39,random,1,0.05,0.0025
SmithMJ,7,random,1,0.05,0.0025
ParkerM,12,random,1,0.05,0.0025
RawsonB,6,random,1,0.05,0.0025
SekalalaS,6,random,1,0.05,0.0025
Torres-KnoopA,17,random,1,0.05,0.0025
LafuiteAS,5,random,1,0.05,0.0025
BauchCT,5,random,1,0.05,0.0025
ProvenziL,19,random,1,0.05,0.0025
FransenMP,10,random,1,0.05,0.0025
BeldMHM,9,random,1,0.05,0.0025
DeSwartJJW,5,random,1,0.05,0.0025
HollandRW,19,random,1,0.05,0.0025
RimalRN,5,random,1,0.05,0.0025
MertenVJ,9,random,1,0.05,0.0025
BayerT,9,random,1,0.05,0.0025
PueblaO,9,random,1,0.05,0.0025
ReuschTBH,9,random,1,0.05,0.0025
HovingHJT,9,random,1,0.05,0.0025
Garcia-CamposP,3,random,1,0.05,0.0025
DeVisserHA,3,random,1,0.05,0.0025
HasselbachK,10,random,1,0.05,0.0025
AncelME,9,random,1,0.05,0.0025
BinctinN,9,random,1,0.05,0.0025
GinsburgJC,9,random,1,0.05,0.0025
KonoT,9,random,1,0.05,0.0025
LeeG,15,random,1,0.05,0.0025
MatulionyteR,9,random,1,0.05,0.0025
TreppozE,9,random,1,0.05,0.0025
MouraVicenteD,9,random,1,0.05,0.0025
LeemanY,20,random,1,0.05,0.0025
WoodKA,19,random,1,0.05,0.0025
GustavssonM,12,random,1,0.05,0.0025
NewthJL,12,random,1,0.05,0.0025
ReesEC,14,random,1,0.05,0.0025
Byers-HeinleinK,16,random,1,0.05,0.0025
TsuiRKY,16,random,1,0.05,0.0025
BlackAK,16,random,1,0.05,0.0025
BarrR,19,random,1,0.05,0.0025
DurrantSGGN,16,random,1,0.05,0.0025
HayJF,16,random,1,0.05,0.0025
HernikM,16,random,1,0.05,0.0025
JartóM,16,random,1,0.05,0.0025
KovácsÁMLRALWC,16,random,1,0.05,0.0025
LiszkowskiU,16,random,1,0.05,0.0025
NobleC,16,random,1,0.05,0.0025
PotterCE,16,random,1,0.05,0.0025
SinghL,20,random,1,0.05,0.0025
BoumaJ,20,random,1,0.05,0.0025
GauthierD,12,random,1,0.05,0.0025
DeBruijnGJ,13,random,1,0.05,0.0025
LaurentJ,6,random,1,0.05,0.0025
HumanO,6,random,1,0.05,0.0025
RobijnW,4,random,1,0.05,0.0025
VischV,20,random,1,0.05,0.0025
ThieleL,4,random,1,0.05,0.0025
vanBaarH,19,random,1,0.05,0.0025
KoolenWM,17,random,1,0.05,0.0025
SchneiderFRNSDS,17,random,1,0.05,0.0025
MaityA,2,random,1,0.05,0.0025
MaitaI,18,random,1,0.05,0.0025
PhanML,15,random,1,0.05,0.0025
GuE,18,random,1,0.05,0.0025
KwokC,18,random,1,0.05,0.0025
DieterichA,15,random,1,0.05,0.0025
GerguesMM,18,random,1,0.05,0.0025
YohnCN,15,random,1,0.05,0.0025
PangZP,18,random,1,0.05,0.0025
RoepkeTA,18,random,1,0.05,0.0025
SamuelsBA,18,random,1,0.05,0.0025
BarnettRL,19,random,1,0.05,0.0025
JohnsC,19,random,1,0.05,0.0025
WardSL,19,random,1,0.05,0.0025
BevanA,19,random,1,0.05,0.0025
BradleySL,19,random,1,0.05,0.0025
CamidgeK,19,random,1,0.05,0.0025
FyfeRM,19,random,1,0.05,0.0025
GehrelsWR,19,random,1,0.05,0.0025
HattonJ,19,random,1,0.05,0.0025
KhanNS,19,random,1,0.05,0.0025
MarshallP,19,random,1,0.05,0.0025
MulvilleJ,19,random,1,0.05,0.0025
PerezM,19,random,1,0.05,0.0025
ScourseJD,19,random,1,0.05,0.0025
VerschuerenP,18,random,1,0.05,0.0025
VriendSJG,6,random,1,0.05,0.0025
Rodriguez-HidalgoCT,4,random,1,0.05,0.0025
TrøjelsgaardK,18,random,1,0.05,0.0025
EibenG,19,random,1,0.05,0.0025
vanderGaagL,19,random,1,0.05,0.0025
PitI,6,random,1,0.05,0.0025
GriffioenJ,6,random,1,0.05,0.0025
FonsecaGuerraC,16,random,1,0.05,0.0025
RamosMartinNE,22,random,1,0.05,0.0025
deLimaRF,17,random,1,0.05,0.0025
LimJYFPJM,17,random,1,0.05,0.0025
RomeirasMM,17,random,1,0.05,0.0025
CabezasFJ,17,random,1,0.05,0.0025
CatarinoL,17,random,1,0.05,0.0025
CeríacoLMPCBA,17,random,1,0.05,0.0025
GabrielR,17,random,1,0.05,0.0025
MenezesdeSequeiraM,17,random,1,0.05,0.0025
StipdonkLW,4,random,1,0.05,0.0025
ReissIK,4,random,1,0.05,0.0025
FrankenMCJP,4,random,1,0.05,0.0025
LiCL,16,random,1,0.05,0.0025
VanRijn-VanGelderenLEDKHEM,7,random,1,0.05,0.0025
GrossM,15,random,1,0.05,0.0025
BosHM,7,random,1,0.05,0.0025
JapeljJRTMC,14,random,1,0.05,0.0025
SewiłoM,17,random,1,0.05,0.0025
VanZundertJJ,11,random,1,0.05,0.0025
KeladaF,13,random,1,0.05,0.0025
PhanM,13,random,1,0.05,0.0025
DenisovDV,18,random,1,0.05,0.0025
WaltonIM,10,random,1,0.05,0.0025
HungerfordJT,10,random,1,0.05,0.0025
MorelockCR,10,random,1,0.05,0.0025
JiaoY,10,random,1,0.05,0.0025
YakovenkoAA,10,random,1,0.05,0.0025
MettropIS,15,random,1,0.05,0.0025
ApriliM,3,random,1,0.05,0.0025
González-MariñoIBLJA,17,random,1,0.05,0.0025
AlygizakisNAACMJ,17,random,1,0.05,0.0025
BodíkI,17,random,1,0.05,0.0025
BrennerA,28,random,1,0.05,0.0025
DevaultDA,17,random,1,0.05,0.0025
SzajewskaH,10,random,1,0.05,0.0025
OomenC,15,random,1,0.05,0.0025
BosHRGL,8,random,1,0.05,0.0025
WunderleU,19,random,1,0.05,0.0025
DuchetT,11,random,1,0.05,0.0025
DabhadeP,9,random,1,0.05,0.0025
SankhyayanS,9,random,1,0.05,0.0025
BagchiJ,9,random,1,0.05,0.0025
DreyfussRC,1,random,1,0.05,0.0025
FinkMD,18,random,1,0.05,0.0025
ReesE,6,random,1,0.05,0.0025
OosterhavenJ,18,random,1,0.05,0.0025
GrossMRGL,6,random,1,0.05,0.0025
BosHEDK,6,random,1,0.05,0.0025
GolombokS,14,random,1,0.05,0.0025
CrasbornO,16,random,1,0.05,0.0025
EisnerF,8,random,1,0.05,0.0025
VeenLE,15,random,1,0.05,0.0025
WoudstraAJ,5,random,1,0.05,0.0025
VieiraAmaroB,4,random,1,0.05,0.0025
OrainJC,12,random,1,0.05,0.0025
StoutenGR,5,random,1,0.05,0.0025
HogendoornC,5,random,1,0.05,0.0025
DouwengaS,5,random,1,0.05,0.0025
OrtE,7,random,1,0.05,0.0025
ReederR,4,random,1,0.05,0.0025
PollmannS,4,random,1,0.05,0.0025
HeylenD,15,random,1,0.05,0.0025
LagendijkI,11,random,1,0.05,0.0025
NiessenW,17,random,1,0.05,0.0025
vanWynsbergheA,17,random,1,0.05,0.0025
MagneaL,9,random,1,0.05,0.0025
HogervorstJMA,15,random,1,0.05,0.0025
DreierLBWKA,4,random,1,0.05,0.0025
BonthuisDJ,4,random,1,0.05,0.0025
BroersenS,32,random,1,0.05,0.0025
VoßS,18,random,1,0.05,0.0025
JanigaG,18,random,1,0.05,0.0025
SaalfeldS,18,random,1,0.05,0.0025
BergersenAWVSK,18,random,1,0.05,0.0025
BrueningJ,18,random,1,0.05,0.0025
GoubergritsL,18,random,1,0.05,0.0025
SpulerA,18,random,1,0.05,0.0025
ChiuTL,18,random,1,0.05,0.0025
TsangACO,18,random,1,0.05,0.0025
CopelliG,18,random,1,0.05,0.0025
DetmerFJ,18,random,1,0.05,0.0025
ChungBJ,18,random,1,0.05,0.0025
CebralJR,18,random,1,0.05,0.0025
FujimuraS,18,random,1,0.05,0.0025
ZechaJAEMRDJE,20,random,1,0.05,0.0025
GünseliE,5,random,1,0.05,0.0025
DaoultzisKC,5,random,1,0.05,0.0025
AlpD,9,random,1,0.05,0.0025
JerkstrandA,9,random,1,0.05,0.0025
tenCateT,4,random,1,0.05,0.0025
EimerM,4,random,1,0.05,0.0025
MaoX,27,random,1,0.05,0.0025
WittnebenJG,13,random,1,0.05,0.0025
BarthelPD,21,random,1,0.05,0.0025
MooneyS,29,random,1,0.05,0.0025
BakkerADKNJ,14,random,1,0.05,0.0025
FarkasdiS,17,random,1,0.05,0.0025
RihaniH,6,random,1,0.05,0.0025
RivasJM,5,random,1,0.05,0.0025
GoossensJ,19,random,1,0.05,0.0025
vanRijn-vanGelderenL,18,random,1,0.05,0.0025
BehrensC,15,random,1,0.05,0.0025
SautetP,5,random,1,0.05,0.0025
SteinmannSN,5,random,1,0.05,0.0025
LerchMM,16,random,1,0.05,0.0025
CaroselliE,8,random,1,0.05,0.0025
GizziF,8,random,1,0.05,0.0025
MarchiniC,8,random,1,0.05,0.0025
AiriV,8,random,1,0.05,0.0025
DubinskyZ,13,random,1,0.05,0.0025
HaunschildR,4,random,1,0.05,0.0025
MarxW,8,random,1,0.05,0.0025
MaldaA,17,random,1,0.05,0.0025
BarfH,17,random,1,0.05,0.0025
AddingtonJ,17,random,1,0.05,0.0025
PruessnerM,17,random,1,0.05,0.0025
MorrisonARRA,17,random,1,0.05,0.0025
StuderusE,17,random,1,0.05,0.0025
RuhrmannSSLF,17,random,1,0.05,0.0025
AnSK,17,random,1,0.05,0.0025
KoikeS,17,random,1,0.05,0.0025
KasaiK,17,random,1,0.05,0.0025
StepanianPM,18,random,1,0.05,0.0025
WainwrightC,18,random,1,0.05,0.0025
GórskaA,18,random,1,0.05,0.0025
ZehtindjievP,18,random,1,0.05,0.0025
BrabantR,18,random,1,0.05,0.0025
HavenTL,3,random,1,0.05,0.0025
TijdinkJK,3,random,1,0.05,0.0025
BaoL,8,random,1,0.05,0.0025
LengHQ,7,random,1,0.05,0.0025
HiltyR,14,random,1,0.05,0.0025
KuczerawyA,14,random,1,0.05,0.0025
SenftlebenMSBS,14,random,1,0.05,0.0025
BabuS,4,random,1,0.05,0.0025
RaduF,4,random,1,0.05,0.0025
HoutmanR,18,random,1,0.05,0.0025
vanderSpoelE,7,random,1,0.05,0.0025
CachuchoR,7,random,1,0.05,0.0025
BerbéeJFP,7,random,1,0.05,0.0025
BlauwGJ,7,random,1,0.05,0.0025
PijlHADNM,7,random,1,0.05,0.0025
GiacintucciS,18,random,1,0.05,0.0025
StroeA,18,random,1,0.05,0.0025
DumbaC,19,random,1,0.05,0.0025
WilberA,19,random,1,0.05,0.0025
DalPivaAMO,4,random,1,0.05,0.0025
TribstJPM,4,random,1,0.05,0.0025
BorgesALS,4,random,1,0.05,0.0025
deMeloRM,4,random,1,0.05,0.0025
CochraneRK,35,random,1,0.05,0.0025
GürkanG,36,random,1,0.05,0.0025
SmithDJB,19,random,1,0.05,0.0025
MahatmaVH,29,random,1,0.05,0.0025
DuncanK,25,random,1,0.05,0.0025
QuinnJ,15,random,1,0.05,0.0025
NisbetD,18,random,1,0.05,0.0025
AlegreL,18,random,1,0.05,0.0025
HaleCL,18,random,1,0.05,0.0025
KondapallyRKBM,18,random,1,0.05,0.0025
GengYM,6,random,1,0.05,0.0025
LiSY,6,random,1,0.05,0.0025
YangXB,6,random,1,0.05,0.0025
CheYJ,6,random,1,0.05,0.0025
FörsterT,8,random,1,0.05,0.0025
RetsasA,6,random,1,0.05,0.0025
LöfflerM,22,random,1,0.05,0.0025
WildA,16,random,1,0.05,0.0025
WintersHAH,12,random,1,0.05,0.0025
BaiS,19,random,1,0.05,0.0025
HennigR,13,random,1,0.05,0.0025
TerrasM,18,random,1,0.05,0.0025
GrootjansA,12,random,1,0.05,0.0025
DePlaaJ,9,random,1,0.05,0.0025
ShahC,10,random,1,0.05,0.0025
HamstraMRW,10,random,1,0.05,0.0025
BrunettiBG,14,random,1,0.05,0.0025
PlaatA,5,random,1,0.05,0.0025
RottgeringHJA,5,random,1,0.05,0.0025
KokS,4,random,1,0.05,0.0025
…SmithDJB,19,random,1,0.05,0.0025
RäikkönenK,16,random,1,0.05,0.0025
JoãoMeloM,11,random,1,0.05,0.0025
PeverelliT,1,random,1,0.05,0.0025
GeelenA,1,random,1,0.05,0.0025
VanDerMarelRP,14,random,1,0.05,0.0025
WatkinsLL,14,random,1,0.05,0.0025
LinharesMB,15,random,1,0.05,0.0025
CasalinSGSC,14,random,1,0.05,0.0025
AcarI,14,random,1,0.05,0.0025
JungeriusPD,37,random,1,0.05,0.0025
DeVriesH,15,random,1,0.05,0.0025
PanderMaatH,5,random,1,0.05,0.0025
JungRE,10,random,1,0.05,0.0025
WiedemeierD,4,random,1,0.05,0.0025
ÇakirlarC,15,random,1,0.05,0.0025
vandenHurkY,15,random,1,0.05,0.0025
vanderJagtI,15,random,1,0.05,0.0025
vanAmerongenY,15,random,1,0.05,0.0025
BreiderR,15,random,1,0.05,0.0025
EsserK,15,random,1,0.05,0.0025
SteenhuizenF,15,random,1,0.05,0.0025
ZeilerJ,15,random,1,0.05,0.0025
vanKolfschotenT,15,random,1,0.05,0.0025
LauwerierR,15,random,1,0.05,0.0025
RodièreP,4,random,1,0.05,0.0025
O'NeillK,14,random,1,0.05,0.0025
JorgensenTEDK,7,random,1,0.05,0.0025
LambM,7,random,1,0.05,0.0025
vanLoonAMOSK,2,random,1,0.05,0.0025
WuZABMA,10,random,1,0.05,0.0025
BiW,15,random,1,0.05,0.0025
ReinekeJ,10,random,1,0.05,0.0025
GambonD,2,random,1,0.05,0.0025
PhillipsJ,17,random,1,0.05,0.0025
HardingJ,14,random,1,0.05,0.0025
FragaS,17,random,1,0.05,0.0025
NaueJ,8,random,1,0.05,0.0025
KloostermanAD,20,random,1,0.05,0.0025
TrindadeFZ,13,random,1,0.05,0.0025
MarinhoCC,5,random,1,0.05,0.0025
CouetS,5,random,1,0.05,0.0025
vanderKrogtMC,5,random,1,0.05,0.0025
TemstK,5,random,1,0.05,0.0025
RangelTF,13,random,1,0.05,0.0025
EdwardsNR,14,random,1,0.05,0.0025
ColwellRK,13,random,1,0.05,0.0025
LapiniA,12,random,1,0.05,0.0025
FoggiP,12,random,1,0.05,0.0025
IndrusiakLS,5,random,1,0.05,0.0025
NelisV,6,random,1,0.05,0.0025
BagozziRP,19,random,1,0.05,0.0025
JacksonJCVMDLA,4,random,1,0.05,0.0025
deVriesSAG,5,random,1,0.05,0.0025
TanCXW,6,random,1,0.05,0.0025
DaimerS,19,random,1,0.05,0.0025
DragositsS,19,random,1,0.05,0.0025
GoosK,19,random,1,0.05,0.0025
KeboV,19,random,1,0.05,0.0025
SchoisswohlU,19,random,1,0.05,0.0025
TyyneläJ,19,random,1,0.05,0.0025
FarnesJS,35,random,1,0.05,0.0025
TorrentsdelaPeñaA,19,random,1,0.05,0.0025
JulienJP,19,random,1,0.05,0.0025
GarcesF,19,random,1,0.05,0.0025
GuttmanM,19,random,1,0.05,0.0025
OzorowskiG,19,random,1,0.05,0.0025
PritchardLK,19,random,1,0.05,0.0025
BehrensAJ,19,random,1,0.05,0.0025
GoEP,19,random,1,0.05,0.0025
SchermerEE,19,random,1,0.05,0.0025
KetasTJ,19,random,1,0.05,0.0025
PugachP,19,random,1,0.05,0.0025
YasmeenA,19,random,1,0.05,0.0025
CottrellCA,19,random,1,0.05,0.0025
TorresJL,19,random,1,0.05,0.0025
…SandersRW,19,random,1,0.05,0.0025
GambonDL,17,random,1,0.05,0.0025
VangeluweD,10,random,1,0.05,0.0025
IonnidisP,10,random,1,0.05,0.0025
HarrisonAL,10,random,1,0.05,0.0025
MackenzieC,10,random,1,0.05,0.0025
WalterbosRA,20,random,1,0.05,0.0025
IIIJS,20,random,1,0.05,0.0025
KruijtOH,13,random,1,0.05,0.0025
GROUPinvestigators,13,random,1,0.05,0.0025
KahnRSMGI,13,random,1,0.05,0.0025
Bartels-VelthuisAA,13,random,1,0.05,0.0025
TrautweinEA,15,random,1,0.05,0.0025
CherianD,5,random,1,0.05,0.0025
WagnerCS,11,random,1,0.05,0.0025
TzimpoulasN,8,random,1,0.05,0.0025
MayLG,9,random,1,0.05,0.0025
MeerhoffF,19,random,1,0.05,0.0025
deJongKAWM,8,random,1,0.05,0.0025
JorgensenTDEDK,8,random,1,0.05,0.0025
WinstanleyCA,18,random,1,0.05,0.0025
StuyfzandP,20,random,1,0.05,0.0025
ApaE,16,random,1,0.05,0.0025
BassiniM,16,random,1,0.05,0.0025
CunninghamI,16,random,1,0.05,0.0025
EtteldorfC,16,random,1,0.05,0.0025
GranchetA,16,random,1,0.05,0.0025
BoersHE,4,random,1,0.05,0.0025
HaroonM,4,random,1,0.05,0.0025
LeGrandF,4,random,1,0.05,0.0025
FerrerM,31,random,1,0.05,0.0025
DamaskosS,10,random,1,0.05,0.0025
CoelhoM,12,random,1,0.05,0.0025
PeekO,2,random,1,0.05,0.0025
SchneiderFRNRAOH,16,random,1,0.05,0.0025
EvansCJSSCSDS,16,random,1,0.05,0.0025
KalariV,16,random,1,0.05,0.0025
SundharamSM,3,random,1,0.05,0.0025
NavetN,3,random,1,0.05,0.0025
TammaroA,11,random,1,0.05,0.0025
JongsmaJ,2,random,1,0.05,0.0025
vanRijkY,4,random,1,0.05,0.0025
deMeyL,4,random,1,0.05,0.0025
deHaanD,9,random,1,0.05,0.0025
DeibelA,14,random,1,0.05,0.0025
NikitinAM,35,random,1,0.05,0.0025
GrinenkoV,9,random,1,0.05,0.0025
SarkarR,9,random,1,0.05,0.0025
KlaussHH,9,random,1,0.05,0.0025
VitányiPMB,17,random,1,0.05,0.0025
ScheibehenneB,12,random,1,0.05,0.0025
RémondC,5,random,1,0.05,0.0025
PaësG,5,random,1,0.05,0.0025
BonninE,5,random,1,0.05,0.0025
KoolsR,11,random,1,0.05,0.0025
YeH,15,random,1,0.05,0.0025
GrootjansAP,51,random,1,0.05,0.0025
ShahrudinR,13,random,1,0.05,0.0025
AmatirsatD,8,random,1,0.05,0.0025
BlandC,8,random,1,0.05,0.0025
BartkowiakM,8,random,1,0.05,0.0025
RivinO,8,random,1,0.05,0.0025
ProkhnenkoO,8,random,1,0.05,0.0025
GerischerS,15,random,1,0.05,0.0025
WahleR,8,random,1,0.05,0.0025
BaoLH,13,random,1,0.05,0.0025
TaoRY,5,random,1,0.05,0.0025
HendrickxNW,6,random,1,0.05,0.0025
ScholtenT,13,random,1,0.05,0.0025
HarlemanF,2,random,1,0.05,0.0025
RietmeijerAGM,10,random,1,0.05,0.0025
DykstraPA,17,random,1,0.05,0.0025
Rodríguez-HidalgoC,2,random,1,0.05,0.0025
GomesP,13,random,1,0.05,0.0025
GomesMS,13,random,1,0.05,0.0025
YeFY,4,random,1,0.05,0.0025
BozziY,17,random,1,0.05,0.0025
KauferD,17,random,1,0.05,0.0025
KohS,17,random,1,0.05,0.0025
LouboutinJP,17,random,1,0.05,0.0025
NorwoodBA,17,random,1,0.05,0.0025
PoulterMO,17,random,1,0.05,0.0025
TerroneG,17,random,1,0.05,0.0025
KaminskiRM,17,random,1,0.05,0.0025
BrookeJ,19,random,1,0.05,0.0025
CitronM,19,random,1,0.05,0.0025
deCosaA,19,random,1,0.05,0.0025
FlaecherH,19,random,1,0.05,0.0025
GrohsjeanA,19,random,1,0.05,0.0025
